[2018-07-11 14:21:39] Shadowsocks started
[2018-07-11 14:22:07] Shadowsocks started
[2018-07-11 14:22:10] Shadowsocks started
[2018-07-11 14:25:11] Shadowsocks started
[2018-07-11 14:45:05] Shadowsocks started
[2018-11-08 15:12:34] 103.102.45.209:80 timed out
[2018-11-08 15:12:34] HA switching to server: 119.28.54.208:80
[2018-11-08 15:12:39] 119.28.54.208:80 timed out
[2018-11-08 15:13:01] HA switching to server: 103.102.45.209:80
[2018-11-08 15:13:06] 103.102.45.209:80 timed out
[2018-11-08 15:19:06] 103.102.45.209:80 timed out
[2018-11-08 15:26:01] 103.102.45.209:80 timed out
[2018-11-08 15:26:01] HA switching to server: 119.28.54.208:80
[2018-11-08 15:44:01] HA switching to server: 103.102.45.209:80
[2018-11-08 15:44:06] 103.102.45.209:80 timed out
[2018-11-08 15:44:06] HA switching to server: 119.28.54.208:80
[2018-11-08 15:44:11] 103.102.45.209:80 timed out
[2018-11-08 15:49:27] HA switching to server: 103.102.45.209:80
[2018-11-08 15:49:32] 103.102.45.209:80 timed out
[2018-11-08 15:49:32] HA switching to server: 119.28.54.208:80
[2018-11-08 15:54:35] HA switching to server: 103.102.45.209:80
[2018-11-08 15:54:40] 103.102.45.209:80 timed out
[2018-11-08 15:54:47] HA switching to server: 119.28.54.208:80
[2018-11-08 15:59:42] HA switching to server: 103.102.45.209:80
[2018-11-08 15:59:47] 103.102.45.209:80 timed out
[2018-11-08 15:59:47] HA switching to server: 119.28.54.208:80
[2018-11-08 15:59:52] 103.102.45.209:80 timed out
[2018-11-08 16:02:22] 119.28.54.208:80 timed out
[2018-11-08 16:02:22] HA switching to server: 103.102.45.209:80
[2018-11-08 16:02:27] 103.102.45.209:80 timed out
[2018-11-08 16:03:42] HA switching to server: 119.28.54.208:80
[2018-11-08 16:07:32] HA switching to server: 103.102.45.209:80
[2018-11-08 16:07:37] 103.102.45.209:80 timed out
[2018-11-08 16:07:37] HA switching to server: 119.28.54.208:80
[2018-11-08 16:07:38] 103.102.45.209:80 timed out
[2018-11-08 16:07:38] 103.102.45.209:80 timed out
[2018-11-08 16:07:38] 103.102.45.209:80 timed out
[2018-11-08 16:07:38] 103.102.45.209:80 timed out
[2018-11-08 16:15:06] HA switching to server: 103.102.45.209:80
[2018-11-08 16:15:11] 103.102.45.209:80 timed out
[2018-11-08 16:15:40] HA switching to server: 119.28.54.208:80
[2018-11-08 16:24:20] HA switching to server: 103.102.45.209:80
[2018-11-08 16:24:26] 103.102.45.209:80 timed out
[2018-11-08 16:24:52] HA switching to server: 119.28.54.208:80
[2018-11-08 16:29:42] HA switching to server: 103.102.45.209:80
[2018-11-08 16:29:47] 103.102.45.209:80 timed out
[2018-11-08 16:29:47] HA switching to server: 119.28.54.208:80
[2018-11-08 16:34:53] HA switching to server: 103.102.45.209:80
[2018-11-08 16:34:58] 103.102.45.209:80 timed out
[2018-11-08 16:35:20] HA switching to server: 119.28.54.208:80
[2018-11-08 16:40:20] HA switching to server: 103.102.45.209:80
[2018-11-08 16:40:25] 103.102.45.209:80 timed out
[2018-11-08 16:40:49] HA switching to server: 119.28.54.208:80
[2018-11-08 16:45:49] HA switching to server: 103.102.45.209:80
[2018-11-08 16:45:54] 103.102.45.209:80 timed out
[2018-11-08 16:45:58] 103.102.45.209:80 timed out
[2018-11-08 16:45:58] HA switching to server: 119.28.54.208:80
[2018-11-08 16:51:15] HA switching to server: 103.102.45.209:80
[2018-11-08 16:51:20] 103.102.45.209:80 timed out
[2018-11-08 16:51:25] HA switching to server: 119.28.54.208:80
[2018-11-08 16:59:42] HA switching to server: 103.102.45.209:80
[2018-11-08 16:59:47] 103.102.45.209:80 timed out
[2018-11-08 16:59:47] HA switching to server: 119.28.54.208:80
[2018-11-08 16:59:50] 103.102.45.209:80 timed out
[2018-11-08 17:06:44] HA switching to server: 103.102.45.209:80
[2018-11-08 17:06:49] 103.102.45.209:80 timed out
[2018-11-08 17:06:57] HA switching to server: 119.28.54.208:80
[2018-11-08 17:11:55] HA switching to server: 103.102.45.209:80
[2018-11-08 17:12:00] 103.102.45.209:80 timed out
[2018-11-08 17:12:00] HA switching to server: 119.28.54.208:80
[2018-11-08 17:17:12] HA switching to server: 103.102.45.209:80
[2018-11-08 17:17:17] 103.102.45.209:80 timed out
[2018-11-08 17:17:42] HA switching to server: 119.28.54.208:80
[2018-11-08 17:22:43] HA switching to server: 103.102.45.209:80
[2018-11-08 17:22:48] 103.102.45.209:80 timed out
[2018-11-08 17:23:17] HA switching to server: 119.28.54.208:80
[2018-11-08 17:28:17] HA switching to server: 103.102.45.209:80
[2018-11-08 17:28:22] 103.102.45.209:80 timed out
[2018-11-08 17:28:34] HA switching to server: 119.28.54.208:80
[2018-11-08 17:33:41] HA switching to server: 103.102.45.209:80
[2018-11-08 17:33:46] 103.102.45.209:80 timed out
[2018-11-08 17:33:46] HA switching to server: 119.28.54.208:80
[2018-11-08 17:33:50] 103.102.45.209:80 timed out
[2018-11-08 17:39:13] HA switching to server: 103.102.45.209:80
[2018-11-08 17:39:18] 103.102.45.209:80 timed out
[2018-11-08 17:39:18] HA switching to server: 119.28.54.208:80
[2018-11-08 17:39:19] 103.102.45.209:80 timed out
[2018-11-08 17:44:24] HA switching to server: 103.102.45.209:80
[2018-11-08 17:44:29] 103.102.45.209:80 timed out
[2018-11-08 17:44:29] HA switching to server: 119.28.54.208:80
[2018-11-08 17:49:45] HA switching to server: 103.102.45.209:80
[2018-11-08 17:49:50] 103.102.45.209:80 timed out
[2018-11-08 17:49:55] HA switching to server: 119.28.54.208:80
[2018-11-08 17:56:57] HA switching to server: 103.102.45.209:80
[2018-11-08 17:57:02] 103.102.45.209:80 timed out
[2018-11-08 17:57:02] HA switching to server: 119.28.54.208:80
[2018-11-08 18:02:15] HA switching to server: 103.102.45.209:80
[2018-11-08 18:02:20] 103.102.45.209:80 timed out
[2018-11-08 18:02:20] HA switching to server: 119.28.54.208:80
[2018-11-08 18:08:21] HA switching to server: 103.102.45.209:80
[2018-11-08 18:08:26] 103.102.45.209:80 timed out
[2018-11-08 18:08:26] HA switching to server: 119.28.54.208:80
[2018-11-08 18:15:00] HA switching to server: 103.102.45.209:80
[2018-11-08 18:15:05] 103.102.45.209:80 timed out
[2018-11-08 18:15:05] HA switching to server: 119.28.54.208:80
[2018-11-08 18:20:12] HA switching to server: 103.102.45.209:80
[2018-11-08 18:20:17] 103.102.45.209:80 timed out
[2018-11-08 18:20:46] HA switching to server: 119.28.54.208:80
[2018-11-08 18:25:46] HA switching to server: 103.102.45.209:80
[2018-11-08 18:25:51] 103.102.45.209:80 timed out
[2018-11-08 18:26:18] HA switching to server: 119.28.54.208:80
[2018-11-08 18:30:58] HA switching to server: 103.102.45.209:80
[2018-11-08 18:31:03] 103.102.45.209:80 timed out
[2018-11-08 18:31:03] HA switching to server: 119.28.54.208:80
[2018-11-08 18:36:19] HA switching to server: 103.102.45.209:80
[2018-11-08 18:36:24] 103.102.45.209:80 timed out
[2018-11-08 18:36:47] HA switching to server: 119.28.54.208:80
[2018-11-08 18:41:47] HA switching to server: 103.102.45.209:80
[2018-11-08 18:41:52] 103.102.45.209:80 timed out
[2018-11-08 18:42:17] HA switching to server: 119.28.54.208:80
[2018-11-08 18:46:55] HA switching to server: 103.102.45.209:80
[2018-11-08 18:47:00] 103.102.45.209:80 timed out
[2018-11-08 18:47:00] HA switching to server: 119.28.54.208:80
[2018-11-08 18:52:16] HA switching to server: 103.102.45.209:80
[2018-11-08 18:52:21] 103.102.45.209:80 timed out
[2018-11-08 18:52:44] HA switching to server: 119.28.54.208:80
[2018-11-08 18:57:27] HA switching to server: 103.102.45.209:80
[2018-11-08 18:57:32] 103.102.45.209:80 timed out
[2018-11-08 18:57:32] HA switching to server: 119.28.54.208:80
[2018-11-08 19:02:44] HA switching to server: 103.102.45.209:80
[2018-11-08 19:02:49] 103.102.45.209:80 timed out
[2018-11-08 19:03:11] HA switching to server: 119.28.54.208:80
[2018-11-08 19:08:11] HA switching to server: 103.102.45.209:80
[2018-11-08 19:09:09] HA switching to server: 119.28.54.208:80
[2018-11-08 19:28:57] HA switching to server: 103.102.45.209:80
[2018-11-08 19:29:01] HA switching to server: 119.28.54.208:80
[2018-11-08 20:23:27] HA switching to server: 103.102.45.209:80
[2018-11-08 20:24:37] HA switching to server: 119.28.54.208:80
[2018-11-08 23:20:52] HA switching to server: 103.102.45.209:80
[2018-11-08 23:23:33] HA switching to server: 119.28.54.208:80
[2018-11-09 00:12:25] HA switching to server: 103.102.45.209:80
[2018-11-09 00:15:14] HA switching to server: 119.28.54.208:80
[2018-11-09 01:04:17] HA switching to server: 103.102.45.209:80
[2018-11-09 01:04:52] HA switching to server: 119.28.54.208:80
[2018-11-09 01:29:57] HA switching to server: 103.102.45.209:80
[2018-11-09 01:29:57] HA switching to server: 119.28.54.208:80
[2018-11-09 02:11:43] HA switching to server: 103.102.45.209:80
[2018-11-09 02:12:25] HA switching to server: 119.28.54.208:80
[2018-11-09 02:26:32] HA switching to server: 103.102.45.209:80
[2018-11-09 02:30:42] HA switching to server: 119.28.54.208:80
[2018-11-09 03:04:17] HA switching to server: 103.102.45.209:80
[2018-11-09 03:06:23] HA switching to server: 119.28.54.208:80
[2018-11-09 03:32:14] HA switching to server: 103.102.45.209:80
[2018-11-09 03:34:17] HA switching to server: 119.28.54.208:80
[2018-11-09 04:15:24] HA switching to server: 103.102.45.209:80
[2018-11-09 04:15:52] HA switching to server: 119.28.54.208:80
[2018-11-09 04:48:10] HA switching to server: 103.102.45.209:80
[2018-11-09 04:50:34] HA switching to server: 119.28.54.208:80
[2018-11-09 05:18:04] HA switching to server: 103.102.45.209:80
[2018-11-09 05:20:35] HA switching to server: 119.28.54.208:80
[2018-11-09 05:20:35] HA switching to server: 103.102.45.209:80
[2018-11-09 05:21:42] HA switching to server: 119.28.54.208:80
[2018-11-09 05:34:18] HA switching to server: 103.102.45.209:80
[2018-11-09 05:39:38] HA switching to server: 119.28.54.208:80
[2018-11-09 05:43:44] HA switching to server: 103.102.45.209:80
[2018-11-09 07:37:16] HA switching to server: 119.28.54.208:80
[2018-11-09 07:59:46] HA switching to server: 103.102.45.209:80
[2018-11-09 07:59:49] HA switching to server: 119.28.54.208:80
[2018-11-09 08:49:38] HA switching to server: 103.102.45.209:80
[2018-11-09 08:49:45] HA switching to server: 119.28.54.208:80
[2018-11-09 09:01:08] 119.28.54.208:80 timed out
[2018-11-09 09:01:08] HA switching to server: 103.102.45.209:80
[2018-11-09 09:06:26] HA switching to server: 119.28.54.208:80
[2018-11-09 09:06:31] 119.28.54.208:80 timed out
[2018-11-09 09:06:31] HA switching to server: 103.102.45.209:80
[2018-11-09 09:11:32] HA switching to server: 119.28.54.208:80
[2018-11-09 09:11:37] 119.28.54.208:80 timed out
[2018-11-09 09:11:37] HA switching to server: 103.102.45.209:80
[2018-11-09 09:17:11] HA switching to server: 119.28.54.208:80
[2018-11-09 09:27:11] HA switching to server: 103.102.45.209:80
[2018-11-09 09:27:12] HA switching to server: 119.28.54.208:80
[2018-11-09 09:39:24] HA switching to server: 103.102.45.209:80
[2018-11-09 09:40:53] HA switching to server: 119.28.54.208:80
[2018-11-09 09:44:18] 119.28.54.208:80 timed out
[2018-11-09 09:44:39] HA switching to server: 103.102.45.209:80
[2018-11-09 09:50:46] HA switching to server: 119.28.54.208:80
[2018-11-09 10:23:26] HA switching to server: 103.102.45.209:80
[2018-11-09 10:29:59] HA switching to server: 119.28.54.208:80
[2018-11-09 11:08:52] HA switching to server: 103.102.45.209:80
[2018-11-09 11:18:33] HA switching to server: 119.28.54.208:80
[2018-11-09 11:24:30] HA switching to server: 103.102.45.209:80
[2018-11-09 11:25:07] Shadowsocks started
[2018-11-09 11:25:19] Shadowsocks started
[2018-11-09 11:25:26] HA switching to server: 119.28.54.208:80
[2018-11-09 11:25:38] System.Net.Sockets.SocketException (0x80004005): 由于目标计算机积极拒绝，无法连接。
   在 Shadowsocks.Util.Sockets.WrappedSocket.EndConnect(IAsyncResult asyncResult)
   在 Shadowsocks.Controller.PortForwarder.Handler.ConnectCallback(IAsyncResult ar)
[2018-11-09 14:31:25] HA switching to server: 103.102.45.209:80
[2018-11-09 14:36:25] HA switching to server: 119.28.54.208:80
[2018-11-09 14:37:23] HA switching to server: 103.102.45.209:80
[2018-11-09 14:37:24] HA switching to server: 119.28.54.208:80
[2018-11-09 14:53:11] HA switching to server: 103.102.45.209:80
[2018-11-09 14:53:21] HA switching to server: 119.28.54.208:80
[2018-11-09 15:34:24] 119.28.54.208:80 timed out
[2018-11-09 15:34:24] HA switching to server: 103.102.45.209:80
[2018-11-09 15:39:38] HA switching to server: 119.28.54.208:80
[2018-11-09 15:39:53] HA switching to server: 103.102.45.209:80
[2018-11-09 15:39:54] HA switching to server: 119.28.54.208:80
[2018-11-09 16:13:02] HA switching to server: 103.102.45.209:80
[2018-11-09 16:13:02] HA switching to server: 119.28.54.208:80
[2018-11-09 16:13:38] 119.28.54.208:80 timed out
[2018-11-09 16:15:01] HA switching to server: 103.102.45.209:80
[2018-11-09 16:19:18] HA switching to server: 119.28.54.208:80
[2018-11-09 16:19:37] 119.28.54.208:80 timed out
[2018-11-09 16:19:37] HA switching to server: 103.102.45.209:80
[2018-11-09 16:25:08] HA switching to server: 119.28.54.208:80
[2018-11-09 16:45:12] HA switching to server: 103.102.45.209:80
[2018-11-09 16:45:17] 103.102.45.209:80 timed out
[2018-11-09 16:46:10] HA switching to server: 119.28.54.208:80
[2018-11-09 16:55:14] 119.28.54.208:80 timed out
[2018-11-09 16:55:19] HA switching to server: 103.102.45.209:80
[2018-11-09 17:00:26] HA switching to server: 119.28.54.208:80
[2018-11-09 17:00:26] HA switching to server: 103.102.45.209:80
[2018-11-09 17:00:29] HA switching to server: 119.28.54.208:80
[2018-11-09 17:16:50] HA switching to server: 103.102.45.209:80
[2018-11-09 17:16:51] HA switching to server: 119.28.54.208:80
[2018-11-09 17:16:56] HA switching to server: 103.102.45.209:80
[2018-11-09 17:16:56] HA switching to server: 119.28.54.208:80
[2018-11-09 17:17:00] HA switching to server: 103.102.45.209:80
[2018-11-09 17:18:56] HA switching to server: 119.28.54.208:80
[2018-11-09 17:20:35] HA switching to server: 103.102.45.209:80
[2018-11-09 17:20:35] HA switching to server: 119.28.54.208:80
[2018-11-09 17:41:47] HA switching to server: 103.102.45.209:80
[2018-11-09 17:41:52] HA switching to server: 119.28.54.208:80
[2018-11-09 17:45:48] HA switching to server: 103.102.45.209:80
[2018-11-09 17:45:53] HA switching to server: 119.28.54.208:80
[2018-11-09 18:05:31] HA switching to server: 103.102.45.209:80
[2018-11-09 18:05:37] HA switching to server: 119.28.54.208:80
[2018-11-09 18:21:07] HA switching to server: 103.102.45.209:80
[2018-11-09 18:21:09] HA switching to server: 119.28.54.208:80
[2018-11-09 18:26:29] HA switching to server: 103.102.45.209:80
[2018-11-09 18:26:31] HA switching to server: 119.28.54.208:80
[2018-11-09 18:32:37] 119.28.54.208:80 timed out
[2018-11-09 18:33:05] HA switching to server: 103.102.45.209:80
[2018-11-09 19:18:32] 103.102.45.209:80 timed out
[2018-11-09 19:18:33] HA switching to server: 119.28.54.208:80
[2018-11-09 19:34:04] HA switching to server: 103.102.45.209:80
[2018-11-09 19:40:50] HA switching to server: 119.28.54.208:80
[2018-11-09 19:45:50] HA switching to server: 103.102.45.209:80
[2018-11-09 19:53:48] HA switching to server: 119.28.54.208:80
[2018-11-09 20:03:58] HA switching to server: 103.102.45.209:80
[2018-11-09 20:08:57] HA switching to server: 119.28.54.208:80
[2018-11-09 20:29:36] HA switching to server: 103.102.45.209:80
[2018-11-09 21:09:09] HA switching to server: 119.28.54.208:80
[2018-11-09 21:40:50] HA switching to server: 103.102.45.209:80
[2018-11-09 21:42:28] HA switching to server: 119.28.54.208:80
[2018-11-09 22:04:28] HA switching to server: 103.102.45.209:80
[2018-11-09 22:07:08] HA switching to server: 119.28.54.208:80
[2018-11-10 01:10:11] HA switching to server: 103.102.45.209:80
[2018-11-10 12:35:09] 103.102.45.209:80 timed out
[2018-11-10 12:35:36] HA switching to server: 119.28.54.208:80
[2018-11-10 13:09:32] HA switching to server: 103.102.45.209:80
[2018-11-10 13:12:39] HA switching to server: 119.28.54.208:80
[2018-11-10 13:27:40] HA switching to server: 103.102.45.209:80
[2018-11-10 13:29:41] HA switching to server: 119.28.54.208:80
[2018-11-10 13:44:41] HA switching to server: 103.102.45.209:80
[2018-11-10 13:48:44] HA switching to server: 119.28.54.208:80
[2018-11-10 13:58:45] HA switching to server: 103.102.45.209:80
[2018-11-10 14:00:47] HA switching to server: 119.28.54.208:80
[2018-11-10 14:05:41] HA switching to server: 103.102.45.209:80
[2018-11-10 14:05:47] HA switching to server: 119.28.54.208:80
[2018-11-10 14:12:30] HA switching to server: 103.102.45.209:80
[2018-11-10 14:15:47] HA switching to server: 119.28.54.208:80
[2018-11-10 15:18:25] HA switching to server: 103.102.45.209:80
[2018-11-10 15:20:48] HA switching to server: 119.28.54.208:80
[2018-11-10 15:30:01] HA switching to server: 103.102.45.209:80
[2018-11-10 15:34:05] HA switching to server: 119.28.54.208:80
[2018-11-10 15:34:42] HA switching to server: 103.102.45.209:80
[2018-11-10 15:38:18] HA switching to server: 119.28.54.208:80
[2018-11-10 15:39:05] HA switching to server: 103.102.45.209:80
[2018-11-10 15:43:10] HA switching to server: 119.28.54.208:80
[2018-11-10 15:51:00] HA switching to server: 103.102.45.209:80
[2018-11-10 15:53:11] HA switching to server: 119.28.54.208:80
[2018-11-10 16:03:12] HA switching to server: 103.102.45.209:80
[2018-11-10 16:05:13] HA switching to server: 119.28.54.208:80
[2018-11-10 16:13:04] HA switching to server: 103.102.45.209:80
[2018-11-10 16:18:43] HA switching to server: 119.28.54.208:80
[2018-11-10 16:19:15] HA switching to server: 103.102.45.209:80
[2018-11-10 16:21:16] HA switching to server: 119.28.54.208:80
[2018-11-10 16:23:41] HA switching to server: 103.102.45.209:80
[2018-11-10 16:28:19] HA switching to server: 119.28.54.208:80
[2018-11-10 16:42:30] HA switching to server: 103.102.45.209:80
[2018-11-10 16:45:28] 103.102.45.209:80 timed out
[2018-11-10 16:45:51] HA switching to server: 119.28.54.208:80
[2018-11-10 16:56:46] HA switching to server: 103.102.45.209:80
[2018-11-10 16:59:55] HA switching to server: 119.28.54.208:80
[2018-11-10 17:05:53] HA switching to server: 103.102.45.209:80
[2018-11-10 17:08:48] HA switching to server: 119.28.54.208:80
[2018-11-10 17:12:30] HA switching to server: 103.102.45.209:80
[2018-11-10 17:14:57] HA switching to server: 119.28.54.208:80
[2018-11-10 17:30:00] 119.28.54.208:80 timed out
[2018-11-10 17:30:00] HA switching to server: 103.102.45.209:80
[2018-11-10 17:30:03] 119.28.54.208:80 timed out
[2018-11-10 17:35:09] HA switching to server: 119.28.54.208:80
[2018-11-10 18:31:34] HA switching to server: 103.102.45.209:80
[2018-11-10 18:33:36] HA switching to server: 119.28.54.208:80
[2018-11-10 18:59:37] HA switching to server: 103.102.45.209:80
[2018-11-10 18:59:56] HA switching to server: 119.28.54.208:80
[2018-11-10 19:47:48] HA switching to server: 103.102.45.209:80
[2018-11-10 19:48:38] HA switching to server: 119.28.54.208:80
[2018-11-10 20:34:47] HA switching to server: 103.102.45.209:80
[2018-11-10 20:35:10] HA switching to server: 119.28.54.208:80
[2018-11-10 21:25:12] HA switching to server: 103.102.45.209:80
[2018-11-10 21:26:07] HA switching to server: 119.28.54.208:80
[2018-11-12 09:22:44] 119.28.54.208:80 timed out
[2018-11-12 09:22:44] HA switching to server: 103.102.45.209:80
[2018-11-12 09:28:27] HA switching to server: 119.28.54.208:80
[2018-11-12 09:28:32] 119.28.54.208:80 timed out
[2018-11-12 09:28:58] HA switching to server: 103.102.45.209:80
[2018-11-12 09:34:59] HA switching to server: 119.28.54.208:80
[2018-11-12 09:55:08] HA switching to server: 103.102.45.209:80
[2018-11-12 09:57:14] HA switching to server: 119.28.54.208:80
[2018-11-12 10:55:04] HA switching to server: 103.102.45.209:80
[2018-11-12 10:57:49] HA switching to server: 119.28.54.208:80
[2018-11-12 10:57:49] HA switching to server: 103.102.45.209:80
[2018-11-12 10:57:54] HA switching to server: 119.28.54.208:80
[2018-11-12 11:20:01] HA switching to server: 103.102.45.209:80
[2018-11-12 11:20:05] HA switching to server: 119.28.54.208:80
[2018-11-12 11:23:35] HA switching to server: 103.102.45.209:80
[2018-11-12 11:24:34] 103.102.45.209:80 timed out
[2018-11-12 11:24:34] HA switching to server: 119.28.54.208:80
[2018-11-12 11:24:34] 103.102.45.209:80 timed out
[2018-11-12 11:57:49] HA switching to server: 103.102.45.209:80
[2018-11-12 11:58:00] HA switching to server: 119.28.54.208:80
[2018-11-12 12:30:15] HA switching to server: 103.102.45.209:80
[2018-11-12 12:30:55] HA switching to server: 119.28.54.208:80
[2018-11-12 12:55:34] HA switching to server: 103.102.45.209:80
[2018-11-12 12:57:19] HA switching to server: 119.28.54.208:80
[2018-11-12 13:11:28] HA switching to server: 103.102.45.209:80
[2018-11-12 13:12:19] HA switching to server: 119.28.54.208:80
[2018-11-12 14:00:00] HA switching to server: 103.102.45.209:80
[2018-11-12 14:02:21] HA switching to server: 119.28.54.208:80
[2018-11-12 14:35:09] HA switching to server: 103.102.45.209:80
[2018-11-12 14:38:40] HA switching to server: 119.28.54.208:80
[2018-11-12 14:54:30] 119.28.54.208:80 timed out
[2018-11-12 14:54:30] HA switching to server: 103.102.45.209:80
[2018-11-12 14:59:55] HA switching to server: 119.28.54.208:80
[2018-11-12 15:19:53] HA switching to server: 103.102.45.209:80
[2018-11-12 15:20:44] HA switching to server: 119.28.54.208:80
[2018-11-12 15:42:51] HA switching to server: 103.102.45.209:80
[2018-11-12 15:48:36] HA switching to server: 119.28.54.208:80
[2018-11-12 16:04:57] HA switching to server: 103.102.45.209:80
[2018-11-12 16:04:58] HA switching to server: 119.28.54.208:80
[2018-11-12 16:05:44] HA switching to server: 103.102.45.209:80
[2018-11-12 16:06:00] HA switching to server: 119.28.54.208:80
[2018-11-12 16:36:54] HA switching to server: 103.102.45.209:80
[2018-11-12 16:37:08] HA switching to server: 119.28.54.208:80
[2018-11-12 17:34:51] HA switching to server: 103.102.45.209:80
[2018-11-12 17:36:54] HA switching to server: 119.28.54.208:80
[2018-11-12 17:50:52] HA switching to server: 103.102.45.209:80
[2018-11-12 17:51:10] HA switching to server: 119.28.54.208:80
[2018-11-12 17:51:10] HA switching to server: 103.102.45.209:80
[2018-11-12 17:51:13] HA switching to server: 119.28.54.208:80
[2018-11-12 18:18:47] HA switching to server: 103.102.45.209:80
[2018-11-12 18:18:53] 103.102.45.209:80 timed out
[2018-11-12 18:19:12] HA switching to server: 119.28.54.208:80
[2018-11-12 18:25:39] HA switching to server: 103.102.45.209:80
[2018-11-12 18:26:56] HA switching to server: 119.28.54.208:80
[2018-11-12 18:41:56] HA switching to server: 103.102.45.209:80
[2018-11-12 18:53:59] HA switching to server: 119.28.54.208:80
[2018-11-12 19:15:45] HA switching to server: 103.102.45.209:80
[2018-11-12 19:17:49] HA switching to server: 119.28.54.208:80
[2018-11-12 19:42:50] HA switching to server: 103.102.45.209:80
[2018-11-12 19:43:35] HA switching to server: 119.28.54.208:80
[2018-11-12 20:00:17] HA switching to server: 103.102.45.209:80
[2018-11-12 20:00:18] HA switching to server: 119.28.54.208:80
[2018-11-12 21:20:54] HA switching to server: 103.102.45.209:80
[2018-11-12 21:23:14] HA switching to server: 119.28.54.208:80
[2018-11-12 22:16:05] HA switching to server: 103.102.45.209:80
[2018-11-12 22:17:08] HA switching to server: 119.28.54.208:80
[2018-11-12 22:18:51] HA switching to server: 103.102.45.209:80
[2018-11-12 22:24:07] 103.102.45.209:80 timed out
[2018-11-12 22:24:31] HA switching to server: 119.28.54.208:80
[2018-11-12 22:44:39] HA switching to server: 103.102.45.209:80
[2018-11-12 22:45:40] HA switching to server: 119.28.54.208:80
[2018-11-12 22:54:32] HA switching to server: 103.102.45.209:80
[2018-11-12 22:56:35] HA switching to server: 119.28.54.208:80
[2018-11-12 23:11:35] HA switching to server: 103.102.45.209:80
[2018-11-12 23:12:35] HA switching to server: 119.28.54.208:80
[2018-11-13 01:13:43] HA switching to server: 103.102.45.209:80
[2018-11-13 01:20:56] HA switching to server: 119.28.54.208:80
[2018-11-13 01:43:25] HA switching to server: 103.102.45.209:80
[2018-11-13 01:44:04] HA switching to server: 119.28.54.208:80
[2018-11-13 02:16:49] HA switching to server: 103.102.45.209:80
[2018-11-13 02:19:31] HA switching to server: 119.28.54.208:80
[2018-11-13 02:40:52] HA switching to server: 103.102.45.209:80
[2018-11-13 02:42:36] HA switching to server: 119.28.54.208:80
[2018-11-13 02:43:57] HA switching to server: 103.102.45.209:80
[2018-11-13 06:32:20] HA switching to server: 119.28.54.208:80
[2018-11-13 07:12:47] HA switching to server: 103.102.45.209:80
[2018-11-13 07:17:28] HA switching to server: 119.28.54.208:80
[2018-11-13 07:32:29] HA switching to server: 103.102.45.209:80
[2018-11-13 07:34:16] HA switching to server: 119.28.54.208:80
[2018-11-13 08:18:31] HA switching to server: 103.102.45.209:80
[2018-11-13 08:18:31] HA switching to server: 119.28.54.208:80
[2018-11-13 08:47:39] HA switching to server: 103.102.45.209:80
[2018-11-13 08:51:01] HA switching to server: 119.28.54.208:80
[2018-11-13 09:08:58] HA switching to server: 103.102.45.209:80
[2018-11-13 09:24:44] HA switching to server: 119.28.54.208:80
[2018-11-13 09:24:49] 119.28.54.208:80 timed out
[2018-11-13 09:25:18] HA switching to server: 103.102.45.209:80
[2018-11-13 10:02:36] HA switching to server: 119.28.54.208:80
[2018-11-13 11:19:15] HA switching to server: 103.102.45.209:80
[2018-11-13 11:27:45] HA switching to server: 119.28.54.208:80
[2018-11-13 15:42:44] 119.28.54.208:80 timed out
[2018-11-13 15:42:44] HA switching to server: 103.102.45.209:80
[2018-11-13 15:49:01] HA switching to server: 119.28.54.208:80
[2018-11-13 16:13:00] HA switching to server: 103.102.45.209:80
[2018-11-13 16:14:15] HA switching to server: 119.28.54.208:80
[2018-11-13 16:30:02] HA switching to server: 103.102.45.209:80
[2018-11-13 16:34:37] HA switching to server: 119.28.54.208:80
[2018-11-14 08:51:05] 119.28.54.208:80 timed out
[2018-11-14 08:51:05] HA switching to server: 103.102.45.209:80
[2018-11-14 08:56:28] HA switching to server: 119.28.54.208:80
[2018-11-14 09:10:12] HA switching to server: 103.102.45.209:80
[2018-11-14 09:10:17] 103.102.45.209:80 timed out
[2018-11-14 09:10:17] HA switching to server: 119.28.54.208:80
[2018-11-14 09:15:36] HA switching to server: 103.102.45.209:80
[2018-11-14 09:15:55] HA switching to server: 119.28.54.208:80
[2018-11-14 09:57:12] HA switching to server: 103.102.45.209:80
[2018-11-14 10:01:12] HA switching to server: 119.28.54.208:80
[2018-11-14 15:19:57] HA switching to server: 103.102.45.209:80
[2018-11-14 15:20:47] HA switching to server: 119.28.54.208:80
[2018-11-14 15:41:53] HA switching to server: 103.102.45.209:80
[2018-11-14 15:41:56] HA switching to server: 119.28.54.208:80
[2018-11-14 15:42:48] 119.28.54.208:80 timed out
[2018-11-14 15:42:48] HA switching to server: 103.102.45.209:80
[2018-11-14 15:47:49] HA switching to server: 119.28.54.208:80
[2018-11-14 16:41:08] HA switching to server: 103.102.45.209:80
[2018-11-14 16:41:11] HA switching to server: 119.28.54.208:80
[2018-11-14 16:51:13] HA switching to server: 103.102.45.209:80
[2018-11-14 16:53:10] HA switching to server: 119.28.54.208:80
[2018-11-14 16:56:54] HA switching to server: 103.102.45.209:80
[2018-11-14 17:10:22] HA switching to server: 119.28.54.208:80
[2018-11-14 17:21:04] HA switching to server: 103.102.45.209:80
